player,team,position,games,wins,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_cspm,avg_vision,winrate,kda,weighted_winrate,weighted_kda,primary_league,region
Karis,Team WE,mid,141,54,3.5673758865248226,2.971631205673759,6.290780141843972,624.6937326241135,8.338330496453901,36.241134751773046,38.3,3.32,39.2,3.32,LPL,China
KalenBoss,Odivelas Sports Club,jng,10,5,2.8,3.4,8.5,415.89549999999997,5.7458100000000005,39.8,50.0,3.32,50.0,3.32,LPLOL,Other
ugandan fighter,Fortress Esports,top,12,6,3.0833333333333335,2.5833333333333335,5.5,688.7280166666666,7.755275,21.166666666666668,50.0,3.32,50.0,3.32,NLC,Europe
Fleshy,Vitality.Bee,sup,35,19,0.7714285714285715,3.4285714285714284,10.628571428571428,241.60181428571428,1.2436571428571428,130.9142857142857,54.3,3.32,54.3,3.32,LFL,Europe
Gemini,Frank Esports,jng,81,50,2.9012345679012346,3.3333333333333335,8.061728395061728,391.7349037037037,5.759991358024691,44.53086419753087,61.7,3.29,62.4,3.32,PCS,Southeast Asia
Raptor,BNK FEARX,jng,127,61,3.4960629921259843,3.338582677165354,7.818897637795276,478.9284496062992,6.158794488188977,46.13385826771653,48.0,3.39,46.1,3.32,LCK,Korea
Plox,BeFive,bot,30,13,3.533333333333333,3.033333333333333,6.533333333333333,708.0077866666667,8.391696666666666,21.266666666666666,43.3,3.32,43.3,3.32,EBL,Europe
PlanB,OKSavingsBank BRION Academy,sup,48,23,0.7291666666666666,3.7083333333333335,11.583333333333334,243.4765,1.0660520833333333,117.0625,47.9,3.32,47.9,3.32,LAS,Latin America
Alaric,Rich Gang,sup,22,11,0.6818181818181818,3.5,10.954545454545455,236.33086818181818,0.9007545454545455,91.36363636363636,50.0,3.32,50.0,3.32,NLC,Europe
DARKWINGS,Disguised,mid,27,16,2.4814814814814814,2.7037037037037037,6.481481481481482,687.9389518518518,8.44137037037037,40.851851851851855,59.3,3.32,59.3,3.32,LTA N,North America
Emo,GAM Esports,mid,43,23,3.13953488372093,2.883720930232558,7.116279069767442,531.2347534883721,8.391681395348838,39.48837209302326,53.5,3.56,47.2,3.32,LCP,Southeast Asia
BOO Blender,Bamboo Juice,jng,18,9,6.166666666666667,4.5,8.777777777777779,720.8621944444444,6.177577777777778,23.11111111111111,50.0,3.32,50.0,3.32,LJL,Japan
Larssen,Rogue,mid,29,6,2.5172413793103448,2.3448275862068964,5.275862068965517,586.6177551724138,8.485762068965517,29.79310344827586,20.7,3.32,20.7,3.32,LEC,Europe
Vlaren,Mental Over Tempo,sup,10,5,1.3,3.4,10.0,272.56597,1.1700700000000002,94.2,50.0,3.32,50.0,3.32,EBL,Europe
Astrai,Dragons Esports,sup,14,8,1.0714285714285714,4.071428571428571,12.428571428571429,211.43054285714285,0.9283,110.78571428571429,57.1,3.32,57.1,3.32,AL,Europe
Lekcyc,IziDream,sup,63,34,0.7777777777777778,3.8253968253968256,11.904761904761905,194.55544761904764,1.0689619047619048,113.33333333333333,54.0,3.32,54.0,3.32,LFL2,Europe
dyNquedo,paiN Gaming,mid,12,5,3.4166666666666665,3.25,6.75,642.165475,8.135991666666667,44.0,41.7,3.13,45.5,3.32,LTA S,Latin America
Pabu,Dragons Esports,jng,14,8,3.7857142857142856,4.0,9.5,542.9000071428571,6.246535714285714,47.357142857142854,57.1,3.32,57.1,3.32,AL,Europe
Ablazeolive,Supernova,mid,24,14,3.7916666666666665,3.0,6.166666666666667,709.6251416666668,8.450854166666668,36.708333333333336,58.3,3.32,58.3,3.32,NACL,North America
kamilius,Movistar KOI Fénix,sup,15,8,1.0666666666666667,3.4,10.2,174.95971333333333,1.0192533333333333,114.13333333333334,53.3,3.31,53.3,3.31,LVP SL,Europe
ScienTrist,mCon esports,sup,26,15,0.9230769230769231,3.769230769230769,11.538461538461538,210.00321923076925,1.0165153846153847,95.38461538461539,57.7,3.31,57.7,3.31,ROL,Other
Hailstone,Hanwha Life Esports Academy,sup,135,79,1.0666666666666667,4.192592592592592,12.814814814814815,230.24746888888887,0.9684385185185186,103.94814814814815,58.5,3.31,58.5,3.31,LAS,Latin America
Saifer,Seven Dark,mid,12,4,4.0,2.6666666666666665,5.416666666666667,629.3038083333333,8.523358333333332,30.25,33.3,3.53,30.8,3.31,LRS,Other
Saifer,Seven Dark,mid,12,4,4.0,2.6666666666666665,5.416666666666667,629.3038083333333,8.523358333333332,30.25,33.3,3.53,30.8,3.31,LRS,Other
Kocourek,Andromeda Gaming,jng,23,9,2.869565217391304,3.608695652173913,9.08695652173913,384.2724347826087,6.0449,37.34782608695652,39.1,3.31,39.1,3.31,HC,Other
Mewkyo,Stellae Gaming,jng,37,23,3.2972972972972974,3.108108108108108,7.0,431.6363108108108,6.748013513513514,44.78378378378378,62.2,3.31,62.2,3.31,CD,Latin America
Croco,LNG Esports,jng,17,11,3.588235294117647,3.235294117647059,7.117647058823529,501.89683529411764,7.245511764705882,50.470588235294116,64.7,3.31,64.7,3.31,DCup,China
Efias,Dung Dynasty,sup,13,6,1.2307692307692308,3.923076923076923,11.76923076923077,215.3155,1.0847076923076924,128.0,46.2,3.31,46.2,3.31,PRM,Europe
Pancake,Sicar Esports,jng,40,21,3.025,2.9,7.375,472.1225475,6.2492475,55.0,52.5,3.59,48.8,3.31,LRS,Other
wittman,EXILE esports,bot,18,5,5.555555555555555,3.0,4.388888888888889,627.5051611111111,8.992066666666666,22.0,27.8,3.31,27.8,3.31,HM,Europe
Violet,Chiefs Esports Club,bot,18,4,3.3333333333333335,2.1666666666666665,3.8333333333333335,503.81614999999994,9.025355555555556,27.61111111111111,22.2,3.31,22.2,3.31,LCP,Southeast Asia
BKD Eria,Black Dog,mid,10,2,4.3,3.6,7.6,828.0637800000001,7.1526700000000005,34.4,20.0,3.31,20.0,3.31,LJL,Japan
Kemish,Gen.G Global Academy,mid,130,56,3.0923076923076924,3.1538461538461537,7.184615384615385,678.6186238461539,8.054777692307693,36.07692307692308,43.1,3.26,43.3,3.3,LCKC,Korea
NattyNatt,Ruddy Esports,jng,18,8,3.0555555555555554,3.888888888888889,9.777777777777779,471.70178333333337,5.834383333333333,41.166666666666664,44.4,3.3,44.4,3.3,NLC,Europe
Aikawa,Rise Gaming,bot,24,6,2.75,2.3333333333333335,4.958333333333333,669.5609416666667,9.255695833333332,38.708333333333336,25.0,3.3,25.0,3.3,CD,Latin America
many,Entropiq,mid,50,29,3.86,2.9,5.7,734.6970080000001,8.390614000000001,29.68,58.0,3.3,58.0,3.3,HM,Europe
Trigo,Corinthians Esports,bot,37,16,4.297297297297297,3.0,5.594594594594595,679.853427027027,8.841240540540541,44.62162162162162,43.2,3.3,43.2,3.3,CD,Latin America
Cboi,TeamOrangeGaming,jng,81,43,2.8395061728395063,3.580246913580247,8.975308641975309,432.91960370370373,6.362316049382716,40.51851851851852,53.1,3.3,53.1,3.3,PRM,Europe
Shanks,Fox Gaming,jng,55,24,2.3454545454545452,3.309090909090909,8.581818181818182,365.6532890909091,5.97542,46.18181818181818,43.6,3.3,43.6,3.3,AL,Europe
Skeeto,Malvinas Gaming,top,15,8,4.066666666666666,2.933333333333333,5.6,662.70276,7.9309666666666665,35.53333333333333,53.3,3.3,53.3,3.3,LRS,Other
Blueboar,Crvena zvezda Esports,jng,23,15,2.9130434782608696,3.8260869565217392,9.695652173913043,374.0759217391304,5.569908695652174,31.434782608695652,65.2,3.3,65.2,3.3,EBL,Europe
Lucker,devils.one,bot,15,3,4.266666666666667,3.1333333333333333,6.066666666666666,766.83518,8.291586666666667,25.066666666666666,20.0,3.3,20.0,3.3,RL,Other
whiteinn,Barça eSports,sup,116,62,0.8275862068965517,3.810344827586207,11.758620689655173,200.24733793103448,0.9349310344827586,106.23275862068965,53.4,3.3,53.4,3.3,LVP SL,Europe
Basraket,Ethereal Enigmas,bot,39,17,6.461538461538462,4.076923076923077,6.9743589743589745,824.968123076923,8.88537435897436,27.153846153846153,43.6,3.3,43.6,3.3,HC,Other
Kryze,Solary,top,62,30,2.9193548387096775,2.903225806451613,6.645161290322581,600.95515,7.775291935483871,31.322580645161292,48.4,3.29,48.4,3.29,LFL,Europe
Kasing,Bulldog Esports,sup,46,21,0.8043478260869565,4.086956521739131,12.652173913043478,226.24482826086955,1.0708195652173913,115.73913043478261,45.7,3.29,45.7,3.29,NLC,Europe
Necro,Andromeda Gaming,bot,23,9,4.6521739130434785,3.130434782608696,5.6521739130434785,674.0309434782608,8.580147826086957,18.391304347826086,39.1,3.29,39.1,3.29,HC,Other
Improver,Fox Gaming,mid,14,5,3.4285714285714284,2.9285714285714284,6.214285714285714,553.94285,7.803557142857143,29.285714285714285,35.7,3.29,35.7,3.29,AL,Europe
P9,Hanoi Rookies Esports,jng,10,4,4.5,4.1,9.0,529.86438,5.95066,38.0,40.0,3.29,40.0,3.29,VCS,Southeast Asia
Slayder,BBL Dark Passage,bot,14,4,3.7857142857142856,2.7142857142857144,5.142857142857143,542.6918071428571,9.571878571428572,26.5,28.6,3.29,28.6,3.29,TCL,Europe
Fallen,BRUTE,jng,24,9,2.6666666666666665,3.7083333333333335,9.541666666666666,443.5093708333333,5.6909625,50.583333333333336,37.5,3.29,37.5,3.29,HM,Europe
FSZ,GMBLERS Esports,mid,24,11,3.2916666666666665,3.0416666666666665,6.708333333333333,648.8794083333333,8.124620833333333,33.375,45.8,3.29,45.8,3.29,LIT,Europe
Cinkrof,Forsaken,jng,70,41,2.942857142857143,3.6857142857142855,9.185714285714285,484.3012971428571,6.024677142857143,40.77142857142857,58.6,3.29,58.6,3.29,RL,Other
Jungoat,Weibo Gaming Youth Team,jng,11,5,2.8181818181818183,3.4545454545454546,8.545454545454545,389.9013454545455,6.014627272727273,48.45454545454545,45.5,3.29,45.5,3.29,Asia Master,Other
c0st0m,Zerance,mid,19,8,3.3157894736842106,2.789473684210526,5.842105263157895,689.4608578947369,8.147473684210526,26.63157894736842,42.1,3.28,42.1,3.28,LFL2,Europe
Competitive,VARREL YOUTH,mid,51,30,3.450980392156863,3.3333333333333335,7.470588235294118,623.6668019607844,7.724390196078431,28.647058823529413,58.8,3.28,58.8,3.28,LJL,Japan
Czypsy,Back2TheGame,sup,50,28,1.06,4.04,12.2,222.434212,0.989228,120.58,56.0,3.28,56.0,3.28,RL,Other
Reaper,KaBuM! Ilha das Lendas,sup,10,4,1.9,3.7,11.2,250.10387,1.12289,106.7,40.0,3.54,33.3,3.28,CD,Latin America
Reaper,KaBuM! Ilha das Lendas,sup,10,4,1.9,3.7,11.2,250.10387,1.12289,106.7,40.0,3.54,33.3,3.28,CD,Latin America
Soraaa,Team Flash,sup,40,22,0.75,3.875,11.925,187.93605250000002,0.9449175000000001,116.25,55.0,3.27,55.5,3.28,VCS,Southeast Asia
Stunt,Conviction,sup,28,16,0.8571428571428571,3.642857142857143,11.392857142857142,226.685825,1.2365821428571429,100.71428571428571,57.1,3.36,53.5,3.28,NACL,North America
Winsome,LOUD,sup,12,6,0.5,3.5833333333333335,10.583333333333334,144.26265,1.0117,135.16666666666666,50.0,3.09,54.5,3.28,LTA S,Latin America
Busvicke,Delta Syndicate,top,19,8,2.736842105263158,3.210526315789474,7.7894736842105265,549.7517947368422,6.469036842105263,23.789473684210527,42.1,3.28,42.1,3.28,HC,Other
Bull,OKSavingsBank BRION Challengers,bot,54,22,4.0,2.888888888888889,5.277777777777778,661.8461851851853,9.016668518518518,42.31481481481482,40.7,3.21,42.2,3.28,LCKC,Korea
Bull,OKSavingsBank BRION Challengers,bot,54,22,4.0,2.888888888888889,5.277777777777778,661.8461851851853,9.016668518518518,42.31481481481482,40.7,3.21,42.2,3.28,LCKC,Korea
Ivory,Beşiktaş Esports,mid,25,15,3.4,3.2,7.04,611.9974960000001,8.583248,32.44,60.0,3.26,61.4,3.28,TCL,Europe
CHEF,Beşiktaş Esports,jng,59,27,2.8813559322033897,3.288135593220339,7.966101694915254,428.0030186440678,6.202188135593221,44.898305084745765,45.8,3.3,45.9,3.27,TCL,Europe
Croco,OKSavingsBank BRION,jng,64,27,3.0625,3.078125,7.0,440.2896578125,6.863565625,46.390625,42.2,3.27,42.2,3.27,LCK,Korea
Dekap,Vitality.Bee,sup,49,28,0.7551020408163265,3.36734693877551,10.244897959183673,206.06675918367344,0.9752530612244897,129.57142857142858,57.1,3.27,57.1,3.27,LFL,Europe
Miata,Ethereal Enigmas,jng,24,12,3.2083333333333335,4.25,10.708333333333334,543.6428458333334,5.9348625,30.75,50.0,3.27,50.0,3.27,HC,Other
Wuis,GTZ Esports,sup,13,7,0.9230769230769231,3.4615384615384617,10.384615384615385,239.01461538461538,0.9264307692307692,100.3076923076923,53.8,3.27,53.8,3.27,LPLOL,Other
Mentos,Team Paradox,mid,17,11,4.0,3.6470588235294117,7.9411764705882355,623.3048117647058,7.8542411764705875,25.88235294117647,64.7,3.27,64.7,3.27,HLL,Europe
sanghyeon,Los Grandes,sup,45,24,0.7333333333333333,3.5555555555555554,10.88888888888889,162.18538444444445,1.0386688888888889,126.31111111111112,53.3,3.27,53.3,3.27,CD,Latin America
pr1me,Team Paradox,top,16,11,5.1875,3.5,6.25,665.02514375,7.5938375,21.5625,68.8,3.27,68.8,3.27,HLL,Europe
MAXI,Ramboot Club,jng,15,6,3.7333333333333334,3.8666666666666667,8.866666666666667,505.38118000000003,6.11224,41.0,40.0,3.26,40.0,3.26,LVP SL,Europe
Wicked,BAAM Esports,mid,27,12,4.592592592592593,3.5555555555555554,7.0,736.1249740740741,7.535237037037037,19.962962962962962,44.4,3.26,44.4,3.26,AL,Europe
Ligen,Yang Yang Gaming,mid,12,8,3.4166666666666665,3.5833333333333335,8.25,598.7323250000001,7.459408333333333,32.416666666666664,66.7,3.26,66.7,3.26,LJL,Japan
Dardoch,CCG Esports,jng,28,14,3.0,3.142857142857143,7.25,479.4478964285714,7.0774,41.17857142857143,50.0,3.26,50.0,3.26,NACL,North America
Saii,Spirit Quartz Gaming,mid,33,16,6.545454545454546,4.303030303030303,7.454545454545454,957.1442636363636,7.479133333333333,32.78787878787879,48.5,3.25,50.0,3.26,LJL,Japan
Shookz,WAP Esports,jng,26,14,3.576923076923077,3.5384615384615383,7.961538461538462,521.502823076923,6.545630769230769,48.80769230769231,53.8,3.26,53.8,3.26,LRS,Other
Tay,Cusprills,top,15,10,2.6,2.533333333333333,5.666666666666667,561.6297,8.039906666666667,33.53333333333333,66.7,3.26,66.7,3.26,CD,Latin America
Saii,Spirit Quartz Gaming,mid,33,16,6.545454545454546,4.303030303030303,7.454545454545454,957.1442636363636,7.479133333333333,32.78787878787879,48.5,3.25,50.0,3.26,LJL,Japan
Gru,ZGDX Gaming,bot,10,4,4.9,3.1,5.2,875.6954900000001,8.75318,25.9,40.0,3.26,40.0,3.26,CD,Latin America
haichao,LNG Esports,mid,50,15,2.92,2.6,5.52,603.180248,8.602718,38.24,30.0,3.25,30.0,3.25,LPL,China
Warner,Fox Gaming,mid,41,19,5.536585365853658,3.4146341463414633,5.560975609756097,758.6147121951219,8.861141463414635,32.80487804878049,46.3,3.25,46.3,3.25,AL,Europe
ZaZee,Eintracht Frankfurt,mid,53,23,4.037735849056604,3.207547169811321,6.39622641509434,702.6319528301887,8.40332641509434,31.754716981132077,43.4,3.25,43.4,3.25,PRM,Europe
sorrow,Bilibili Gaming Junior,jng,15,5,4.0,3.533333333333333,7.466666666666667,450.1106933333333,6.036906666666667,44.06666666666667,33.3,3.25,33.3,3.25,Asia Master,Other
Saber,Ultra Prime,mid,75,28,3.0533333333333332,2.5733333333333333,5.466666666666667,550.7600826666666,8.484609333333333,36.413333333333334,37.3,3.31,36.6,3.25,LPL,China
Osman123,Eternal Fire,jng,36,19,3.75,3.7777777777777777,8.527777777777779,400.02763055555556,6.280391666666667,56.583333333333336,52.8,3.25,52.8,3.25,TCL,Europe
HALdesu,VARREL YOUTH,jng,31,19,2.903225806451613,3.129032258064516,7.225806451612903,338.74877741935484,6.3693322580645155,42.67741935483871,61.3,3.24,61.3,3.24,LJL,Japan
Santorin,Eintracht Spandau,jng,22,7,2.090909090909091,3.409090909090909,8.954545454545455,388.8240590909091,5.956140909090909,47.09090909090909,31.8,3.24,31.8,3.24,PRM,Europe
HeSSZero,mCon esports,top,45,28,3.4444444444444446,2.911111111111111,6.0,642.0546333333333,7.80638,28.333333333333332,62.2,3.24,62.2,3.24,ROL,Other
Kaylem,Lille Esport,top,13,7,2.923076923076923,2.923076923076923,6.538461538461538,543.3156076923077,7.576269230769231,30.076923076923077,53.8,3.24,53.8,3.24,LFL2,Europe
Rust,Dragons Esports,bot,14,8,5.071428571428571,3.9285714285714284,7.642857142857143,737.8082928571429,8.349742857142857,25.857142857142858,57.1,3.24,57.1,3.24,AL,Europe
River,100 Thieves,jng,74,41,3.1216216216216215,3.3378378378378377,8.135135135135135,479.45249459459467,6.562720270270271,50.36486486486486,55.4,3.37,53.3,3.24,LTA N,North America
113,Team BDS,jng,38,15,2.6578947368421053,3.526315789473684,8.763157894736842,468.18329736842105,5.649765789473684,45.36842105263158,39.5,3.24,39.5,3.24,LEC,Europe
Noerring,Fortress Esports,jng,12,6,5.25,3.8333333333333335,7.166666666666667,599.7965666666666,6.285608333333333,33.75,50.0,3.24,50.0,3.24,NLC,Europe
ON,Bilibili Gaming,sup,189,114,0.8941798941798942,3.9153439153439153,11.65079365079365,237.3729111111111,1.1252777777777778,121.58201058201058,60.3,3.2,60.8,3.24,LPL,China
Highway,Back2TheGame,sup,17,8,0.8823529411764706,3.411764705882353,10.176470588235293,209.36804705882355,0.9849823529411765,99.41176470588235,47.1,3.24,47.1,3.24,RL,Other
Nan0,Austrian Force willhaben,mid,64,27,3.65625,3.09375,6.359375,734.69091875,8.5967203125,32.25,42.2,3.24,42.2,3.24,PRM,Europe
vital,Nongshim Esports Academy,bot,38,13,4.078947368421052,2.1315789473684212,5.157894736842105,678.65,9.887726315789473,40.68421052631579,34.2,4.33,31.4,3.23,LCKC,Korea
Xicor,GnG Amazigh,bot,27,12,5.777777777777778,3.925925925925926,6.888888888888889,905.7082037037037,9.538903703703703,36.666666666666664,44.4,3.23,44.4,3.23,AL,Europe
Wink,EDward Gaming,sup,34,14,0.9117647058823529,2.9705882352941178,8.676470588235293,187.6995382352941,1.084085294117647,120.32352941176471,41.2,3.23,41.2,3.23,LPL,China
Vyctor,aNc Legends,mid,30,7,4.433333333333334,2.933333333333333,5.033333333333333,713.0602566666668,8.293756666666667,28.8,23.3,3.23,23.3,3.23,LIT,Europe
vital,Nongshim Esports Academy,sup,13,3,0.8461538461538461,4.6923076923076925,7.384615384615385,235.3687,1.2212384615384615,106.6923076923077,23.1,1.75,31.4,3.23,LCKC,Korea
Jamie,Team Paradox,bot,22,10,3.590909090909091,2.9545454545454546,5.954545454545454,590.5489045454545,9.072468181818182,27.636363636363637,45.5,3.23,45.5,3.23,HLL,Europe
vital,Nongshim Esports Academy,bot,38,13,4.078947368421052,2.1315789473684212,5.157894736842105,678.65,9.887726315789473,40.68421052631579,34.2,4.33,31.4,3.23,LCKC,Korea
vital,Nongshim Esports Academy,sup,13,3,0.8461538461538461,4.6923076923076925,7.384615384615385,235.3687,1.2212384615384615,106.6923076923077,23.1,1.75,31.4,3.23,LCKC,Korea
Haetae,T1 Esports Academy,top,148,91,2.9324324324324325,2.6486486486486487,5.533783783783784,646.874145945946,7.859345945945946,30.905405405405407,61.5,3.2,62.2,3.23,LCKC,Korea
Luca Brassi,CITA Kaizen,bot,10,3,4.8,3.1,5.2,658.6028699999999,7.973050000000001,16.9,30.0,3.23,30.0,3.23,HW,Other
Shad0w,FunPlus Phoenix,jng,74,28,3.5405405405405403,3.581081081081081,8.027027027027026,492.52064729729733,6.595144594594595,49.2027027027027,37.8,3.23,37.8,3.23,LPL,China
Peter,KT Rolster,sup,108,59,0.6574074074074074,3.6296296296296298,10.925925925925926,197.27122222222224,1.0515453703703703,121.1574074074074,54.6,3.19,56.0,3.23,LCK,Korea
Oleg,A One Man Army,jng,23,13,4.217391304347826,3.5217391304347827,7.173913043478261,598.454104347826,7.31155652173913,35.43478260869565,56.5,3.23,56.5,3.23,ROL,Other
Dani,Kawaii Kiwis,top,33,18,4.636363636363637,3.4545454545454546,6.515151515151516,735.4551272727273,7.645333333333333,29.363636363636363,54.5,3.23,54.5,3.23,NEXO,Other
Lens,Beşiktaş Esports,bot,11,5,4.363636363636363,3.1818181818181817,5.909090909090909,665.3451727272727,8.593045454545454,23.727272727272727,45.5,3.23,45.5,3.23,TCL,Europe
Cracker,Hanwha Life Esports Academy,mid,130,75,4.123076923076923,4.076923076923077,9.023076923076923,818.0244753846155,8.06709,30.123076923076923,57.7,3.22,57.7,3.22,LAS,Latin America
Diamond,Citadel Gaming,sup,20,11,0.75,3.4,10.2,258.006785,1.084085,106.5,55.0,3.22,55.0,3.22,NACL,North America
Baumeef,Diversion Gaming,jng,77,46,4.584415584415584,4.298701298701299,9.246753246753247,581.2308532467532,6.134635064935065,31.324675324675326,59.7,3.22,59.7,3.22,HC,Other
VicLa,BNK FEARX,mid,119,58,2.966386554621849,3.092436974789916,7.352941176470588,694.5560142857142,8.430618487394957,33.09243697478992,48.7,3.34,46.8,3.22,LCK,Korea
Lynkez,RATZ,mid,29,10,3.8620689655172415,2.9310344827586206,5.586206896551724,707.3447137931034,8.818903448275861,37.51724137931034,34.5,3.22,34.5,3.22,CD,Latin America
Lulas,Bulldog Esports,jng,36,18,1.9166666666666667,3.638888888888889,9.805555555555555,377.1710722222222,5.299688888888889,39.75,50.0,3.22,50.0,3.22,NLC,Europe
Sunfry,GLORE,sup,17,8,1.1764705882352942,3.9411764705882355,11.529411764705882,224.42255294117646,0.8290470588235294,91.94117647058823,47.1,3.22,47.1,3.22,HW,Other
Jerry,EDG Youth Team,sup,12,4,0.6666666666666666,3.8333333333333335,11.666666666666666,248.09518333333335,1.3291916666666668,107.5,33.3,3.22,33.3,3.22,Asia Master,Other
Huron,DOCISK,sup,17,7,1.0588235294117647,4.411764705882353,13.117647058823529,287.01441176470587,1.1328,110.82352941176471,41.2,3.21,41.2,3.21,RL,Other
Perle,VelbeliKaizokudan,top,10,4,3.5,2.9,5.8,628.27646,7.255750000000001,24.8,40.0,3.21,40.0,3.21,LJL,Japan
Ayel,Dopamina E-Sport,top,19,13,4.526315789473684,3.789473684210526,7.631578947368421,725.8073684210526,7.042115789473684,31.263157894736842,68.4,3.21,68.4,3.21,CD,Latin America
Tangyuan,Royal Never Give Up,mid,31,10,2.5483870967741935,2.4838709677419355,5.419354838709677,572.1197580645162,8.832812903225808,43.03225806451613,32.3,3.21,32.3,3.21,LPL,China
Wei,Invictus Gaming,jng,60,36,3.35,3.5166666666666666,8.166666666666666,435.73358333333334,6.359253333333333,54.65,60.0,3.27,57.9,3.21,LPL,China
YYG MAO,Yang Yang Gaming,top,33,21,4.0606060606060606,3.4242424242424243,6.9393939393939394,608.7113515151516,7.158366666666667,20.818181818181817,63.6,3.21,63.6,3.21,LJL,Japan
MUDAI,Gen.G Scholars,bot,65,38,5.892307692307693,3.707692307692308,5.984615384615385,885.3278307692308,9.02344923076923,23.046153846153846,58.5,3.2,58.5,3.2,LAS,Latin America
random,Alpha7 Esports,mid,41,21,2.8536585365853657,2.926829268292683,7.487804878048781,619.8066268292683,7.603685365853659,28.975609756097562,51.2,3.53,48.2,3.2,CD,Latin America
PepiineroJr,Green Dolphin Gaming,mid,12,8,5.0,3.6666666666666665,6.75,806.7918166666667,7.394725,27.333333333333332,66.7,3.2,66.7,3.2,NEXO,Other
HongQ,CTBC Flying Oyster,mid,119,80,3.6554621848739495,2.823529411764706,6.6722689075630255,733.8689487394957,8.756861344537814,41.52100840336134,67.2,3.66,60.4,3.2,LCP,Southeast Asia
SOLBON,Gen.G Scholars,mid,65,38,4.4,3.292307692307692,6.123076923076923,725.6783738461538,8.65756923076923,25.338461538461537,58.5,3.2,58.5,3.2,LAS,Latin America
Kojima,Dopamina E-Sport,bot,18,6,4.0,2.7777777777777777,4.888888888888889,668.5147888888889,9.319933333333333,39.22222222222222,33.3,3.2,33.3,3.2,CD,Latin America
Levi,GAM Esports,jng,100,48,2.92,3.1,7.05,406.83098700000005,6.546502,46.89,48.0,3.22,46.0,3.2,LCP,Southeast Asia
Click,LUA Gaming,sup,55,30,1.0,3.7818181818181817,11.072727272727272,244.20187454545456,1.1509327272727272,108.72727272727273,54.5,3.19,54.5,3.19,LVP SL,Europe
Later,Top Esports Challenger,bot,13,6,4.923076923076923,3.3076923076923075,5.615384615384615,708.330876923077,8.847276923076922,28.923076923076923,46.2,3.19,46.2,3.19,Asia Master,Other
Ze Luis,For The Win Esports,sup,23,10,0.9565217391304348,4.608695652173913,13.73913043478261,279.80049565217394,1.605082608695652,103.1304347826087,43.5,3.19,43.5,3.19,LPLOL,Other
Kellie,Oxygen Gaming,sup,46,26,0.8913043478260869,4.108695652173913,12.217391304347826,215.52502391304347,0.8712347826086956,108.78260869565217,56.5,3.19,56.5,3.19,NEXO,Other
Cloud,T1 Esports Academy,sup,148,91,0.8783783783783784,4.101351351351352,11.91891891891892,239.82655878378378,1.1030777027027028,128.3310810810811,61.5,3.12,62.2,3.19,LCKC,Korea
Erdote,Gentle Mates,sup,98,53,0.6122448979591837,3.142857142857143,9.39795918367347,177.39591632653062,0.9988632653061225,126.5204081632653,54.1,3.19,54.1,3.19,LFL,Europe
DG Etude,Deltan Gaming,top,18,14,4.277777777777778,4.0,8.5,799.6638555555555,6.686427777777777,27.11111111111111,77.8,3.19,77.8,3.19,LJL,Japan
Kaido,Dorado Gaming,jng,24,12,2.7916666666666665,3.2916666666666665,7.708333333333333,395.0149916666667,6.305970833333333,45.25,50.0,3.19,50.0,3.19,NACL,North America
Kaymin,Bulldog Esports,mid,36,18,5.0,3.9444444444444446,7.583333333333333,769.590511111111,7.857819444444445,34.138888888888886,50.0,3.19,50.0,3.19,NLC,Europe
APA,Team Liquid,mid,66,32,3.409090909090909,2.984848484848485,6.151515151515151,737.8148818181818,8.417666666666667,41.21212121212121,48.5,3.2,47.8,3.19,LTA N,North America
Nafkelah,Caldya Esport,mid,17,7,3.9411764705882355,3.7058823529411766,7.882352941176471,736.7838235294118,7.642111764705882,35.8235294117647,41.2,3.19,41.2,3.19,LFL2,Europe
Adyyy,KIA.eSuba Academy,mid,25,21,5.12,3.92,7.36,787.064772,8.412876,19.04,84.0,3.18,84.0,3.18,HC,Other
Lynkez,Rise Gaming,mid,14,3,3.5,2.857142857142857,5.571428571428571,667.8776214285715,8.128021428571428,31.357142857142858,21.4,3.18,21.4,3.18,CD,Latin America
Momo,DetonatioN FocusMe Academy,top,44,23,4.090909090909091,3.340909090909091,6.2727272727272725,690.6051522727273,7.624488636363637,25.431818181818183,52.3,3.1,54.3,3.18,LJL,Japan
Sinmivak,UCAM Esports,top,62,32,2.2580645161290325,2.5,5.693548387096774,574.9118048387097,7.690916129032257,29.016129032258064,51.6,3.18,51.6,3.18,LVP SL,Europe
Gumayusi,Hanwha Life Esports,bot,17,11,5.823529411764706,4.0,6.882352941176471,799.0990235294117,9.108158823529411,34.35294117647059,64.7,3.18,64.7,3.18,KeSPA,Korea
Seize,KaBuM! Ilha das Lendas,jng,12,7,2.8333333333333335,3.3333333333333335,7.75,402.8680583333333,5.9827916666666665,48.416666666666664,58.3,3.18,58.3,3.18,CD,Latin America
Ersin,NextGeneration Esports,top,10,3,3.2,3.3,7.3,664.26413,8.20686,28.0,30.0,3.18,30.0,3.18,AL,Europe
Sponge,Nongshim RedForce,jng,13,7,4.384615384615385,3.923076923076923,8.076923076923077,610.4478307692308,6.260038461538461,44.23076923076923,53.8,3.18,53.8,3.18,KeSPA,Korea
