player,team,position,games,wins,avg_kills,avg_deaths,avg_assists,avg_dpm,avg_cspm,avg_vision,winrate,kda,weighted_winrate,weighted_kda,primary_league,region
Toasty,DarkZero Dragonsteel,mid,27,16,5.407407407407407,2.3333333333333335,6.962962962962963,759.9519888888889,8.179966666666667,35.629629629629626,59.3,5.3,59.3,5.3,NACL,North America
Vin,Hyper Vortex Esports,mid,14,11,4.571428571428571,2.5,8.642857142857142,696.4598071428571,8.683221428571429,33.714285714285715,78.6,5.29,78.6,5.29,VCS,Southeast Asia
BiIIy,wangting,jng,13,9,4.230769230769231,3.6923076923076925,15.307692307692308,543.9757076923078,5.805007692307693,37.84615384615385,69.2,5.29,69.2,5.29,PCS,Southeast Asia
Gru,e-Champ Gaming,bot,17,7,5.0588235294117645,2.411764705882353,7.705882352941177,860.0978,8.631429411764705,33.0,41.2,5.29,41.2,5.29,CD,Latin America
Esko,Tan'i eSports CZ,bot,27,16,5.037037037037037,2.185185185185185,6.518518518518518,786.1541703703704,8.346185185185185,26.14814814814815,59.3,5.29,59.3,5.29,HM,Europe
Dya,Zeu5 Esports,bot,25,17,4.72,2.24,7.08,751.51656,8.990688,32.8,68.0,5.27,68.0,5.27,LRN,Other
HARPOON,Galions,bot,46,30,5.630434782608695,2.5,7.543478260869565,825.7448826086957,9.310417391304348,35.630434782608695,65.2,5.27,65.2,5.27,LFL,Europe
Hid0,NORD Esports,bot,16,10,4.3125,1.875,5.5625,677.2984375,9.5087125,23.9375,62.5,5.27,62.5,5.27,NLC,Europe
chico,We Can Win,bot,11,7,5.545454545454546,2.4545454545454546,7.363636363636363,788.6324454545454,8.344481818181817,30.09090909090909,63.6,5.26,63.6,5.26,LJL,Japan
Innaxe,NORD Esports,bot,24,15,5.708333333333333,2.375,6.75,835.38015,8.522433333333334,37.166666666666664,62.5,5.25,62.5,5.25,NLC,Europe
Typhoon,BoostGate Esports,jng,21,12,4.476190476190476,2.6666666666666665,9.523809523809524,468.27519523809525,6.270385714285714,47.285714285714285,57.1,5.25,57.1,5.25,TCL,Europe
Pyrka,Ramboot Club,sup,15,8,1.1333333333333333,2.4,11.466666666666667,180.85628666666668,1.16636,115.13333333333334,53.3,5.25,53.3,5.25,LVP SL,Europe
DG suyahime,Deltan Gaming,jng,12,6,5.333333333333333,3.1666666666666665,9.416666666666666,697.5577416666666,7.358583333333333,32.25,50.0,4.66,64.9,5.24,LJL,Japan
Rozpier,Odivelas Sports Club,sup,16,9,0.625,2.5625,12.8125,157.67014375,1.00219375,102.625,56.2,5.24,56.2,5.24,LPLOL,Other
DG suyahime,Deltan Gaming,mid,25,18,6.28,2.76,9.08,944.567268,7.798668,27.6,72.0,5.57,64.9,5.24,LJL,Japan
DG suyahime,Deltan Gaming,mid,25,18,6.28,2.76,9.08,944.567268,7.798668,27.6,72.0,5.57,64.9,5.24,LJL,Japan
DG suyahime,Deltan Gaming,jng,12,6,5.333333333333333,3.1666666666666665,9.416666666666666,697.5577416666666,7.358583333333333,32.25,50.0,4.66,64.9,5.24,LJL,Japan
Aether,T1 Esports Academy Rookies,sup,56,42,0.9285714285714286,2.9285714285714284,14.428571428571429,252.31286785714286,1.0041232142857142,105.73214285714286,75.0,5.24,75.0,5.24,LAS,Latin America
Eddie,Team Secret Whales,bot,78,43,4.564102564102564,2.0384615384615383,6.602564102564102,763.9556,9.655926923076922,41.51282051282051,55.1,5.48,52.2,5.23,LCP,Southeast Asia
Xiaohao,EDward Gaming,jng,81,44,3.876543209876543,2.259259259259259,7.987654320987654,435.27992716049386,6.8816802469135805,51.18518518518518,54.3,5.25,53.7,5.23,LPL,China
Ferret,GIANTX Pride,jng,87,60,2.8620689655172415,2.2873563218390807,9.080459770114942,405.9238298850575,6.0607942528735625,53.60919540229885,69.0,5.22,69.0,5.22,LVP SL,Europe
naiyou,LGD Gaming,jng,13,9,4.846153846153846,2.4615384615384617,8.0,521.9215076923076,7.005761538461538,56.53846153846154,69.2,5.22,69.2,5.22,LPL,China
Lucky,Dung Dynasty,sup,13,9,1.0,2.769230769230769,13.461538461538462,309.23035384615383,1.0563307692307693,102.61538461538461,69.2,5.22,69.2,5.22,PRM,Europe
Peyz,JD Gaming,bot,151,80,4.582781456953643,2.1059602649006623,6.258278145695364,763.992161589404,9.563902649006623,40.688741721854306,53.0,5.15,53.3,5.21,LPL,China
Daglas,Los Heretics,jng,125,77,3.392,2.28,8.488,482.1573424,6.757612,45.288,61.6,5.21,61.6,5.21,LVP SL,Europe
Soldier,Caldya Esport,bot,17,7,5.470588235294118,2.2941176470588234,6.470588235294118,674.8736352941177,9.667,31.11764705882353,41.2,5.21,41.2,5.21,LFL2,Europe
KryRa,Blue Otter,jng,21,10,3.2857142857142856,2.0952380952380953,7.619047619047619,448.7644523809524,6.19732380952381,45.38095238095238,47.6,5.2,47.6,5.2,NACL,North America
Djoko,One More Esports,jng,19,7,5.2105263157894735,2.8421052631578947,9.526315789473685,713.7090473684211,6.700863157894737,37.8421052631579,36.8,5.19,36.8,5.19,AL,Europe
Paduck,KT Rolster Challengers,bot,121,84,6.049586776859504,2.5454545454545454,7.305785123966942,851.9004074380165,8.716372727272727,35.70247933884298,69.4,5.25,69.0,5.19,LCKC,Korea
Trigger,Nongshim Esports Academy,bot,40,25,5.1,2.2,6.275,783.164545,9.287465000000001,39.05,62.5,5.17,63.0,5.18,LCKC,Korea
Xerxe,Galions,jng,86,53,3.302325581395349,2.3255813953488373,8.720930232558139,475.8936976744186,6.630417441860465,45.74418604651163,61.6,5.17,61.6,5.17,LFL,Europe
Tsiperakos,Gamespace Mediterranean College Esports,mid,57,31,5.245614035087719,2.6666666666666665,8.508771929824562,793.9726438596491,7.747236842105264,29.29824561403509,54.4,5.16,54.4,5.16,HLL,Europe
Lindgarde,Gamespace Mediterranean College Esports,bot,22,14,5.681818181818182,2.6363636363636362,7.909090909090909,846.9212818181818,9.188072727272727,21.681818181818183,63.6,5.16,63.6,5.16,HLL,Europe
B Butcher,Geekay Esports,sup,31,27,1.1935483870967742,3.064516129032258,14.612903225806452,207.06467419354837,0.9575838709677419,110.19354838709677,87.1,5.16,87.1,5.16,AL,Europe
Silk,Otter Side,mid,20,14,4.1,2.5,8.9,719.3207249999999,8.400034999999999,27.0,70.0,5.2,66.7,5.15,LPLOL,Other
Silk,Otter Side,mid,20,14,4.1,2.5,8.9,719.3207249999999,8.400034999999999,27.0,70.0,5.2,66.7,5.15,LPLOL,Other
Tibor,FlameHard,mid,15,11,5.466666666666667,2.6666666666666665,8.266666666666667,806.9222133333334,8.206573333333333,32.6,73.3,5.15,73.3,5.15,LPLOL,Other
Knight,Bilibili Gaming,mid,180,111,5.144444444444445,2.388888888888889,7.116666666666666,734.3066472222222,8.456398333333334,34.71666666666667,61.7,5.13,61.4,5.13,LPL,China
XnS,BoostGate Esports,jng,39,27,5.948717948717949,2.8461538461538463,9.256410256410257,655.188864102564,7.1904076923076925,41.8974358974359,69.2,5.34,69.2,5.13,TCL,Europe
MetroArcher,FlameHard,bot,15,11,6.533333333333333,2.8,7.8,824.4758133333332,7.807873333333333,21.533333333333335,73.3,5.12,73.3,5.12,LPLOL,Other
Booki,Fuego,jng,47,29,4.148936170212766,2.9574468085106385,11.0,444.29208936170215,5.595574468085107,49.12765957446808,61.7,5.12,61.7,5.12,LRN,Other
Giyuu,Geekay Esports,mid,95,79,5.126315789473685,2.442105263157895,7.378947368421053,772.1736273684211,8.981528421052632,32.62105263157895,83.2,5.12,83.2,5.12,AL,Europe
Velja,Los Ratones,jng,109,87,4.532110091743119,2.44954128440367,7.981651376146789,487.02278899082563,6.566181651376147,42.825688073394495,79.8,5.11,79.8,5.11,EM,Europe
Route,LOUD,bot,57,30,3.3684210526315788,1.8421052631578947,5.807017543859649,691.0286964912281,9.227859649122808,41.526315789473685,52.6,4.98,53.6,5.11,LTA S,Latin America
SkewMond,G2 Esports,jng,113,67,3.0530973451327434,1.8761061946902655,6.8584070796460175,439.8570353982301,6.807051327433629,51.52212389380531,59.3,5.28,57.3,5.1,LEC,Europe
ianshaka,Farenvehn,bot,59,37,5.0508474576271185,2.1186440677966103,6.593220338983051,789.3810525423729,9.313250847457628,37.66101694915254,62.7,5.5,58.8,5.1,LRS,Other
Shanks,Anyone's Legend,mid,183,117,4.300546448087432,2.366120218579235,7.945355191256831,687.2782852459017,8.394292349726776,33.41530054644809,63.9,5.18,63.8,5.1,LPL,China
Elk,Bilibili Gaming,bot,180,111,5.088888888888889,2.3055555555555554,6.85,783.009816111111,9.20665,39.77777777777778,61.7,5.18,61.4,5.1,LPL,China
Kenal,Gamespace Mediterranean College Esports,bot,32,21,5.21875,2.6875,8.5,755.877253125,8.63968125,30.78125,65.6,5.1,65.6,5.1,HLL,Europe
Worst,For The Win Esports,bot,26,12,5.538461538461538,2.6153846153846154,7.769230769230769,701.0341423076923,8.022611538461538,22.576923076923077,46.2,5.09,46.2,5.09,LPLOL,Other
micaO,Cusprills,bot,15,10,6.6,2.6666666666666665,6.933333333333334,906.7639,9.126593333333334,28.533333333333335,66.7,5.08,66.7,5.08,CD,Latin America
Cast,LEO,jng,14,11,4.642857142857143,3.5714285714285716,13.5,610.0825071428571,5.95245,41.357142857142854,78.6,5.08,78.6,5.08,NLC,Europe
Dani,LUA Gaming,top,11,10,2.909090909090909,2.1818181818181817,8.181818181818182,621.7449454545455,7.593963636363637,23.0,90.9,5.08,90.9,5.08,IC,Other
Avarice,Project Conquerors,bot,74,42,4.824324324324325,2.4594594594594597,7.635135135135135,829.5647189189189,9.189067567567568,25.783783783783782,56.8,5.07,56.8,5.07,LFL2,Europe
Yuhi,QT DIG∞,bot,64,41,5.03125,2.375,6.71875,721.8002125,9.0959453125,30.6875,64.1,4.95,66.3,5.07,LJL,Japan
Peng,Ruddy Esports,mid,18,8,3.9444444444444446,2.3333333333333335,7.888888888888889,680.1204611111111,8.02545,33.94444444444444,44.4,5.07,44.4,5.07,NLC,Europe
Peter,KT Rolster Challengers,sup,27,20,1.7037037037037037,3.0,13.518518518518519,246.32236296296298,1.0800851851851851,110.11111111111111,74.1,5.07,74.1,5.07,LCKC,Korea
DM history,Dream in 24,bot,40,29,6.475,2.875,8.075,849.8546899999999,7.991275,24.375,72.5,5.06,72.5,5.06,LJL,Japan
Massu,FlyQuest,bot,91,64,5.054945054945055,2.142857142857143,6.2967032967032965,761.0299890109891,9.009848351648351,31.98901098901099,70.3,5.3,68.1,5.06,LTA N,North America
Snaker,Isurus,bot,24,14,4.875,2.2083333333333335,6.291666666666667,664.2565416666666,9.316545833333334,32.875,58.3,5.06,58.3,5.06,LTA S,Latin America
Ackerman,Isurus,sup,24,14,0.7083333333333334,2.2916666666666665,10.875,230.21119583333333,1.20585,110.45833333333333,58.3,5.05,58.3,5.05,LTA S,Latin America
Ayu,FURIA,bot,67,35,4.044776119402985,1.8955223880597014,5.776119402985074,647.1546761194029,9.281737313432835,33.07462686567164,52.2,5.18,51.8,5.04,LTA S,Latin America
Marbirius,mCon esports,mid,45,28,4.0,2.311111111111111,7.644444444444445,653.2944866666667,7.932931111111111,29.177777777777777,62.2,5.04,62.2,5.04,ROL,Other
Gumayusi,T1,bot,145,91,5.179310344827586,2.317241379310345,6.496551724137931,795.2943048275862,9.682310344827586,38.83448275862069,62.8,5.04,63.0,5.04,LCK,Korea
Devn,Verdant,bot,32,21,4.15625,2.15625,6.6875,736.63720625,9.179287500000001,28.09375,65.6,5.03,65.6,5.03,NLC,Europe
Kruimel,Senshi eSports,mid,17,7,4.9411764705882355,2.2941176470588234,6.588235294117647,791.5530529411765,8.7021,35.05882352941177,41.2,5.03,41.2,5.03,ROL,Other
Lothen,Back2TheGame,bot,65,34,5.323076923076923,2.292307692307692,6.2,779.9306384615385,8.790956923076923,23.93846153846154,52.3,5.03,52.3,5.03,RL,Other
Nikiyas,Team Insidious,bot,13,6,6.3076923076923075,2.3846153846153846,5.6923076923076925,824.4847615384616,8.581276923076924,24.153846153846153,46.2,5.03,46.2,5.03,HLL,Europe
Djoko,FlameHard,jng,18,12,4.0,2.3333333333333335,7.722222222222222,476.9547888888889,6.830055555555556,40.77777777777778,66.7,5.02,66.7,5.02,LPLOL,Other
Winsome,Estral Esports,sup,32,19,0.84375,2.8125,12.84375,216.55410625,1.0790625,110.75,59.4,4.87,56.5,5.02,LRN,Other
Boukada,Karmine Corp Blue,jng,18,13,2.7222222222222223,2.4444444444444446,9.5,422.91205,5.9869,49.5,72.2,5.0,72.2,5.0,LFL,Europe
Tatsu,We Can Win,jng,11,7,3.3636363636363638,2.727272727272727,10.272727272727273,539.1756636363635,6.150754545454546,39.63636363636363,63.6,5.0,63.6,5.0,LJL,Japan
Djoko,GLORE,jng,15,7,3.933333333333333,2.6666666666666665,9.4,504.76349999999996,6.292346666666666,37.266666666666666,46.7,5.0,46.7,5.0,HW,Other
Kozak,Green Dolphin Gaming,bot,16,9,5.875,2.5625,6.9375,949.83838125,10.294775,36.625,56.2,5.0,56.2,5.0,NEXO,Other
Peyz,T1,bot,18,12,7.611111111111111,2.9444444444444446,7.111111111111111,945.4771611111111,9.478349999999999,35.05555555555556,66.7,5.0,66.7,5.0,KeSPA,Korea
Puddin,Team Flash,bot,40,22,4.9,2.375,6.725,748.9723200000001,9.150287500000001,46.525,55.0,4.89,55.5,4.99,VCS,Southeast Asia
Feisty,GIANTX Pride,mid,87,60,4.011494252873563,2.5057471264367814,8.494252873563218,762.9743011494254,8.385043678160919,38.94252873563219,69.0,4.99,69.0,4.99,LVP SL,Europe
Vertigo,Beşiktaş Esports,top,27,16,4.2592592592592595,1.8888888888888888,5.148148148148148,634.5381407407408,8.7422,28.48148148148148,59.3,4.98,60.5,4.98,TCL,Europe
Mihai,Skillcamp,bot,24,12,5.458333333333333,2.5416666666666665,7.208333333333333,754.0785166666666,8.988875,38.916666666666664,50.0,4.98,50.0,4.98,LFL2,Europe
fishone,LNG Academy,bot,10,7,6.6,3.0,8.3,837.4857,8.40348,25.1,70.0,4.97,70.0,4.97,Asia Master,Other
FENZ1,SPIKE Syndicate,mid,33,19,5.363636363636363,2.6363636363636362,7.7272727272727275,825.828303030303,8.759027272727273,27.303030303030305,57.6,4.97,57.6,4.97,EBL,Europe
Camana,AVE Axolotl,mid,15,9,5.066666666666666,2.466666666666667,7.2,713.29674,8.320233333333332,30.6,60.0,4.97,60.0,4.97,LIT,Europe
xddyuki,SPIKE Syndicate,bot,33,19,6.03030303030303,2.4242424242424243,6.03030303030303,744.520596969697,9.481057575757577,23.848484848484848,57.6,4.97,57.6,4.97,EBL,Europe
raining,FlameHard,bot,18,12,5.0,2.2222222222222223,6.055555555555555,978.0209944444445,9.901183333333332,34.22222222222222,66.7,4.97,66.7,4.97,LPLOL,Other
Tsuneo,Team Insidious,bot,17,8,4.294117647058823,2.2941176470588234,7.117647058823529,726.4356411764705,8.523311764705882,31.58823529411765,47.1,4.97,47.1,4.97,HLL,Europe
Jool,BoostGate Esports,mid,60,39,4.116666666666666,2.8,9.85,680.4902683333333,7.95966,35.416666666666664,65.0,4.99,64.7,4.96,TCL,Europe
Scorth,Bushido Wildcats,bot,71,37,5.366197183098592,2.211267605633803,5.408450704225352,729.8904605633803,9.466980281690141,27.549295774647888,52.1,4.87,52.5,4.96,TCL,Europe
micaO,Dopamina E-Sport,bot,15,13,6.6,3.0,8.266666666666667,839.8621666666667,8.648140000000001,24.533333333333335,86.7,4.96,86.7,4.96,CD,Latin America
Pobelter,Near Airport,mid,38,24,3.736842105263158,2.1842105263157894,7.078947368421052,676.7143342105263,8.653068421052632,33.10526315789474,63.2,4.95,63.2,4.95,NACL,North America
Seiya,LYON Academy,mid,31,12,3.838709677419355,2.4193548387096775,8.129032258064516,717.0633483870968,8.029790322580645,37.516129032258064,38.7,4.95,38.7,4.95,LRN,Other
rakii,VARREL YOUTH,bot,48,27,4.979166666666667,2.3541666666666665,6.666666666666667,724.0564083333334,8.502550000000001,23.4375,56.2,4.95,56.2,4.95,LJL,Japan
Yakkey,Crvena zvezda Esports,bot,41,25,6.439024390243903,2.658536585365854,6.7073170731707314,869.6720512195122,9.74749756097561,27.097560975609756,61.0,4.94,61.0,4.94,EBL,Europe
Axelent,Partizan Sangal,bot,39,25,5.615384615384615,2.4871794871794872,6.615384615384615,844.8928461538461,9.290066666666666,25.28205128205128,64.1,4.92,64.1,4.92,EBL,Europe
Zuhy,Odivelas Sports Club,mid,23,13,5.391304347826087,2.652173913043478,7.6521739130434785,883.1875173913044,8.448552173913043,31.043478260869566,56.5,4.92,56.5,4.92,LPLOL,Other
Tsiperakos,WLGaming Esports,mid,18,10,4.944444444444445,2.8333333333333335,9.0,847.3381888888889,7.734394444444444,28.22222222222222,55.6,4.92,55.6,4.92,HLL,Europe
665,Deep Cross Gaming,jng,122,86,4.598360655737705,3.0737704918032787,10.327868852459016,553.144681147541,6.755888524590164,41.385245901639344,70.5,4.86,71.5,4.91,PCS,Southeast Asia
Opeduy,Falke Esports,mid,11,7,4.2727272727272725,1.9090909090909092,5.090909090909091,623.0211545454546,8.694563636363638,23.545454545454547,63.6,4.9,63.6,4.9,NEXO,Other
raedz,eQuizers,mid,17,11,4.352941176470588,2.2941176470588234,6.882352941176471,726.7873941176471,8.761129411764706,29.470588235294116,64.7,4.9,64.7,4.9,NEXO,Other
Spooder,Team Phantasma,top,24,17,3.8333333333333335,2.5416666666666665,8.625,659.6513041666667,7.552499999999999,28.083333333333332,70.8,4.9,70.8,4.9,HLL,Europe
Furuy,Skillcamp,mid,24,12,3.75,2.4583333333333335,8.291666666666666,727.3761541666667,8.298404166666666,30.208333333333332,50.0,4.9,50.0,4.9,LFL2,Europe
Loki,Cloud9,mid,66,42,4.5,2.272727272727273,6.2727272727272725,676.4169909090908,8.822369696969696,36.984848484848484,63.6,4.74,64.8,4.89,LTA N,North America
ManoloGap,Nocturne Gale,top,36,30,3.861111111111111,2.638888888888889,9.055555555555555,711.9865166666666,7.4872555555555556,26.805555555555557,83.3,4.89,83.3,4.89,CT,Other
Smash,Dplus KIA,bot,17,10,7.470588235294118,2.764705882352941,6.0588235294117645,927.822394117647,9.386741176470588,32.0,58.8,4.89,58.8,4.89,KeSPA,Korea
Inspired,FlyQuest,jng,91,64,3.142857142857143,2.1538461538461537,7.8791208791208796,453.9365428571429,7.157885714285714,44.83516483516483,70.3,5.12,68.1,4.88,LTA N,North America
Cyku,LNG Academy,mid,10,7,7.1,3.3,9.0,928.65656,8.06551,25.3,70.0,4.88,70.0,4.88,Asia Master,Other
Pesho,Crvena zvezda Esports,mid,49,33,5.244897959183674,2.5510204081632653,7.204081632653061,816.9186551020408,8.525453061224491,20.163265306122447,67.3,4.88,67.3,4.88,EBL,Europe
Mafro,Macko Esports,jng,19,15,3.736842105263158,2.8421052631578947,10.105263157894736,456.84494736842106,5.950721052631579,28.736842105263158,78.9,4.87,78.9,4.87,LIT,Europe
Ruep,Eternal Fire,bot,36,19,5.972222222222222,2.638888888888889,6.888888888888889,834.8937972222222,8.994444444444445,41.30555555555556,52.8,4.87,52.8,4.87,TCL,Europe
Aetinoth,GIANTX Pride,bot,79,54,6.050632911392405,2.392405063291139,5.582278481012659,776.4680569620252,9.17886835443038,34.50632911392405,68.4,4.86,68.4,4.86,LVP SL,Europe
HongQ,JD Gaming,mid,13,8,3.6153846153846154,2.1538461538461537,6.846153846153846,671.614223076923,8.552153846153846,49.84615384615385,61.5,4.86,61.5,4.86,DCup,China
Lime,Anyone's Legend.Young,mid,11,5,3.272727272727273,2.4545454545454546,8.636363636363637,639.6824454545455,8.192945454545454,29.181818181818183,45.5,4.85,45.5,4.85,Asia Master,Other
Leb,Berlin International Gaming,jng,94,67,4.159574468085107,2.5531914893617023,8.212765957446809,553.0318808510639,6.937451063829787,41.98936170212766,71.3,4.85,71.3,4.85,PRM,Europe
Fatorix,inf,bot,18,11,4.333333333333333,2.4444444444444446,7.5,682.5079777777778,9.100744444444445,22.666666666666668,61.1,4.84,61.1,4.84,LRN,Other
Nemesis,Los Ratones,mid,109,87,4.155963302752293,2.4220183486238533,7.568807339449541,718.8669486238533,8.887376146788991,26.10091743119266,79.8,4.84,79.8,4.84,EM,Europe
Midnight,Nocturne Gale,mid,46,34,5.239130434782608,2.9130434782608696,8.847826086956522,710.5323347826087,7.941852173913043,29.717391304347824,73.9,4.84,73.9,4.84,CT,Other
PowerOfEvil,Eintracht Spandau,mid,49,17,5.183673469387755,2.326530612244898,6.061224489795919,793.573893877551,9.214208163265306,29.46938775510204,34.7,4.83,34.7,4.83,PRM,Europe
Zev,Jolly Rogers,bot,11,6,4.545454545454546,2.8181818181818183,9.0,688.2520090909092,8.430090909090909,26.0,54.5,4.81,54.5,4.81,NACL,North America
Brance,RED Canids,bot,28,13,5.178571428571429,2.4285714285714284,6.5,844.782375,9.221514285714287,42.464285714285715,46.4,4.81,46.4,4.81,LTA S,Latin America
Stefan,Partizan Sangal,jng,70,44,3.7142857142857144,2.6857142857142855,9.185714285714285,550.5591514285715,6.650208571428571,39.17142857142857,62.9,4.8,62.9,4.8,EBL,Europe
scamber,Vivo Keyd Stars Academy,sup,56,37,0.875,2.8035714285714284,12.589285714285714,203.14884464285714,1.0568125,119.03571428571429,66.1,4.8,66.1,4.8,CD,Latin America
Nero,Gwenchana,jng,10,5,2.0,2.4,9.5,425.05216,5.5779,38.6,50.0,4.79,50.0,4.79,CD,Latin America
Qats,Vivo Keyd Stars Academy,mid,56,37,3.732142857142857,2.375,7.642857142857143,675.5700232142857,8.3438625,38.482142857142854,66.1,4.79,66.1,4.79,CD,Latin America
Rabelo,RED Canids,bot,35,19,4.742857142857143,2.4,6.0285714285714285,688.3860257142858,8.920985714285715,36.51428571428571,54.3,4.49,56.5,4.79,LTA S,Latin America
Light,Weibo Gaming,bot,150,70,4.566666666666666,2.2133333333333334,5.846666666666667,718.9717813333333,9.042968,33.64,46.7,4.7,46.4,4.78,LPL,China
Zewih,Colossal Gaming,bot,26,15,5.115384615384615,2.4615384615384617,6.653846153846154,706.4558653846154,8.79385,25.884615384615383,57.7,4.78,57.7,4.78,LIT,Europe
Young,CCG Esports,mid,14,8,4.357142857142857,2.5714285714285716,7.928571428571429,606.2449785714286,8.309149999999999,28.285714285714285,57.1,4.78,57.1,4.78,NACL,North America
Bdd,KT Rolster,mid,131,66,4.0,2.2748091603053435,6.572519083969466,658.3576091603053,8.733300763358779,35.6793893129771,50.4,4.65,52.0,4.78,LCK,Korea
SPOOKY,Team Valiant,jng,46,30,3.4565217391304346,2.9782608695652173,10.76086956521739,495.6135195652174,6.508630434782608,45.47826086956522,65.2,4.77,65.2,4.77,LFL2,Europe
Canyon,Gen.G,jng,165,117,2.909090909090909,2.4,8.387878787878789,443.3129418181818,6.831305454545455,50.90909090909091,70.9,4.71,70.6,4.77,LCK,Korea
Bold,Monta Club,bot,25,12,6.6,2.64,6.0,845.083432,8.916464,39.28,48.0,4.77,48.0,4.77,NEXO,Other
Strode,Entropiq,bot,50,29,4.8,2.08,5.1,686.545796,9.76538,27.02,58.0,4.76,58.0,4.76,HM,Europe
Hans Sama,G2 Esports,bot,113,67,4.070796460176991,1.823008849557522,5.15929203539823,683.0883876106195,9.30866017699115,38.769911504424776,59.3,5.06,57.3,4.76,LEC,Europe
Elramir,Geekay Esports,jng,64,52,2.796875,2.703125,10.0625,435.59996875,6.368028125,43.734375,81.2,4.76,81.2,4.76,AL,Europe
Dyenn,Kawaii Kiwis,mid,35,19,5.4,2.6857142857142855,7.371428571428571,814.8588114285714,8.577497142857142,29.114285714285714,54.3,4.76,54.3,4.76,NEXO,Other
Ranorr,Delta Syndicate,sup,19,6,0.47368421052631576,2.5789473684210527,11.789473684210526,190.24356315789473,1.0077157894736841,103.0,31.6,4.76,31.6,4.76,HC,Other
Dajor,Berlin International Gaming,mid,103,73,4.077669902912621,2.3398058252427183,7.029126213592233,787.744767961165,8.952481553398059,37.320388349514566,70.9,4.75,70.9,4.75,PRM,Europe
