team,games,winrate,avg_kills,avg_deaths,avg_dragons,avg_barons,avg_towers,avg_gamelength
DRX Challengers,141,0.5815602836879432,17.72340425531915,14.425531914893616,2.2907801418439715,0.5815602836879432,6.446808510638298,1962.1205673758866
Zeu5 Esports,43,0.5813953488372093,17.093023255813954,15.395348837209303,2.302325581395349,0.46511627906976744,6.627906976744186,1870.6744186046512
CITA Kaizen,38,0.5789473684210527,21.157894736842106,18.36842105263158,2.5789473684210527,0.5526315789473685,6.526315789473684,1847.7368421052631
Falke Esports,45,0.5777777777777777,18.022222222222222,14.466666666666667,2.3777777777777778,0.6666666666666666,7.111111111111111,1954.2666666666667
Dung Dynasty,26,0.5769230769230769,18.5,17.53846153846154,2.8461538461538463,0.6538461538461539,7.423076923076923,2046.923076923077
Dopamina E-Sport,33,0.5757575757575758,17.545454545454547,16.151515151515152,1.878787878787879,0.696969696969697,6.363636363636363,1931.5757575757575
Maze Gaming,47,0.574468085106383,17.595744680851062,14.425531914893616,2.617021276595745,0.5106382978723404,6.48936170212766,1954.6382978723404
GenZ Gaming (2025 Vietnamese Team),7,0.5714285714285714,18.857142857142858,20.285714285714285,2.4285714285714284,0.5714285714285714,6.714285714285714,1858.5714285714287
TeamOrangeGaming Academy,7,0.5714285714285714,20.0,17.428571428571427,2.0,0.2857142857142857,5.571428571428571,1770.0
West Point Esports,84,0.5714285714285714,20.595238095238095,19.916666666666668,1.7976190476190477,0.5357142857142857,6.678571428571429,1830.4642857142858
White Dragons,7,0.5714285714285714,19.428571428571427,12.428571428571429,2.0,0.42857142857142855,6.285714285714286,1654.857142857143
Conviction,63,0.5714285714285714,15.523809523809524,15.873015873015873,2.5714285714285716,0.6666666666666666,6.809523809523809,1975.8095238095239
Dplus KIA,163,0.5705521472392638,15.28834355828221,13.680981595092025,2.3435582822085887,0.4785276073619632,6.147239263803681,1920.8098159509202
Gamespace Mediterranean College Esports,79,0.569620253164557,18.696202531645568,15.708860759493671,2.3417721518987342,0.5949367088607594,6.734177215189874,1929.5189873417721
Project Conquerors,74,0.5675675675675675,18.41891891891892,17.27027027027027,2.5,0.6756756756756757,6.554054054054054,2013.0405405405406
BoostGate Esports,74,0.5675675675675675,17.93243243243243,16.7972972972973,2.5945945945945947,0.6216216216216216,6.364864864864865,1925.4864864864865
BK ROG Esports,90,0.5666666666666667,15.566666666666666,13.61111111111111,2.6,0.7888888888888889,6.966666666666667,2091.6555555555556
Stellae Gaming,46,0.5652173913043478,13.217391304347826,14.956521739130435,1.8478260869565217,0.717391304347826,6.391304347826087,1912.1739130434783
Oxygen Gaming,46,0.5652173913043478,18.32608695652174,18.23913043478261,2.608695652173913,0.717391304347826,7.326086956521739,2111.782608695652
Forsaken,92,0.5652173913043478,17.51086956521739,17.532608695652176,2.402173913043478,0.6086956521739131,6.739130434782608,1926.3478260869565
Dragons Esports,48,0.5625,19.604166666666668,19.958333333333332,2.4375,0.6041666666666666,6.854166666666667,1925.3125
Clocks,48,0.5625,16.6875,19.083333333333332,2.3541666666666665,0.3333333333333333,6.416666666666667,1896.3333333333333
Lechuga Gaming,16,0.5625,21.125,23.4375,2.3125,0.625,7.6875,1955.75
StormMedia Fajnie Mieć Skład,73,0.5616438356164384,17.589041095890412,17.15068493150685,2.3013698630136985,0.547945205479452,6.780821917808219,1901.2054794520548
Vitality.Bee,84,0.5595238095238095,14.785714285714286,13.952380952380953,2.5357142857142856,0.6428571428571429,6.535714285714286,2047.904761904762
Entropiq,86,0.5581395348837209,16.53488372093023,14.116279069767442,2.395348837209302,0.5930232558139535,6.616279069767442,1888.9883720930231
Epic Avalanche,9,0.5555555555555556,20.88888888888889,21.22222222222222,2.4444444444444446,0.5555555555555556,6.666666666666667,1943.888888888889
Partizan Esports,9,0.5555555555555556,21.22222222222222,16.444444444444443,2.3333333333333335,0.8888888888888888,7.111111111111111,1944.2222222222222
100 Thieves,74,0.5540540540540541,15.891891891891891,15.283783783783784,2.4864864864864864,0.6891891891891891,6.243243243243243,2010.6216216216217
Colossal Gaming,47,0.5531914893617021,16.80851063829787,15.595744680851064,2.3191489361702127,0.5531914893617021,6.531914893617022,1832.063829787234
DN Freecs Academy,123,0.5528455284552846,18.5609756097561,19.284552845528456,2.5284552845528454,0.4878048780487805,6.333333333333333,1844.4959349593496
Dplus KIA Youth,134,0.5522388059701493,18.902985074626866,18.791044776119403,2.2313432835820897,0.44029850746268656,6.029850746268656,1813.6194029850747
Team Secret Whales,78,0.5512820512820513,15.397435897435898,13.346153846153847,2.6153846153846154,0.48717948717948717,5.871794871794871,2008.320512820513
Odivelas Sports Club,49,0.5510204081632653,17.489795918367346,15.0,2.36734693877551,0.5306122448979592,6.224489795918367,1900.6734693877552
Team Flash,40,0.55,17.1,15.95,2.375,0.575,6.55,1923.225
Citadel Gaming,20,0.55,16.75,15.4,2.4,0.7,6.05,1951.55
EDward Gaming,82,0.5487804878048781,15.426829268292684,13.451219512195122,2.426829268292683,0.5487804878048781,6.158536585365853,1991.4878048780488
Jolly Rogers,11,0.5454545454545454,17.272727272727273,15.090909090909092,2.8181818181818183,0.5454545454545454,5.909090909090909,1973.090909090909
LUA Gaming,55,0.5454545454545454,16.727272727272727,15.618181818181819,2.2181818181818183,0.5818181818181818,6.654545454545454,1910.3636363636363
Meavedron,85,0.5411764705882353,19.823529411764707,18.31764705882353,2.3529411764705883,0.4823529411764706,6.482352941176471,1863.0941176470587
Gentle Mates,98,0.5408163265306123,13.66326530612245,12.979591836734693,2.5714285714285716,0.6428571428571429,6.591836734693878,2078.5
MGN Vikings Esports,87,0.5402298850574713,14.666666666666666,13.528735632183908,2.367816091954023,0.5632183908045977,5.942528735632184,1955.5632183908046
IziDream,63,0.5396825396825397,17.61904761904762,15.904761904761905,2.3333333333333335,0.7142857142857143,6.285714285714286,1971.888888888889
Back2TheGame,67,0.5373134328358209,17.17910447761194,15.955223880597014,2.746268656716418,0.5671641791044776,6.253731343283582,1962.686567164179
JD Gaming,164,0.5365853658536586,14.981707317073171,14.152439024390244,2.0609756097560976,0.5,6.024390243902439,1946.7560975609756
Unicorns of Love Sexy Edition,97,0.5360824742268041,16.721649484536083,14.54639175257732,2.134020618556701,0.6391752577319587,7.0,1966.381443298969
Senshi eSports,58,0.5344827586206896,17.724137931034484,17.25862068965517,2.5172413793103448,0.7413793103448276,6.637931034482759,1947.9655172413793
SPIKE Syndicate,60,0.5333333333333333,18.616666666666667,16.533333333333335,2.1333333333333333,0.5833333333333334,6.366666666666666,1889.3666666666666
Los Grandes,45,0.5333333333333333,15.155555555555555,12.6,2.6444444444444444,0.7555555555555555,6.288888888888889,2052.688888888889
GOAL,30,0.5333333333333333,17.966666666666665,17.9,2.1,0.43333333333333335,5.933333333333334,1902.1333333333334
PSG Talon,92,0.532608695652174,13.880434782608695,12.967391304347826,2.239130434782609,0.6521739130434783,6.3478260869565215,1962.3260869565217
Ici Japon Corp. Esport,77,0.5324675324675324,15.0,14.467532467532468,2.2857142857142856,0.6103896103896104,6.233766233766234,1977.2857142857142
DN Freecs Challengers,139,0.5323741007194245,16.151079136690647,16.834532374100718,1.9928057553956835,0.49640287769784175,6.258992805755396,1910.705035971223
paiN Gaming,62,0.532258064516129,15.048387096774194,14.387096774193548,2.629032258064516,0.7419354838709677,6.096774193548387,2069.8064516129034
Movistar KOI,109,0.5321100917431193,13.98165137614679,12.862385321100918,2.36697247706422,0.6238532110091743,6.229357798165138,2009.1376146788991
TeamOrangeGaming,81,0.5308641975308642,16.876543209876544,15.604938271604938,2.123456790123457,0.5185185185185185,6.148148148148148,1880.5802469135801
Burning Core Toyama,53,0.5283018867924528,19.169811320754718,19.32075471698113,1.9056603773584906,0.32075471698113206,5.754716981132075,1762.698113207547
Eternal Fire,36,0.5277777777777778,17.5,17.083333333333332,2.4444444444444446,0.7777777777777778,6.277777777777778,2064.3055555555557
Gen.G Scholars,95,0.5263157894736842,19.50526315789474,20.53684210526316,1.7157894736842105,0.3894736842105263,6.7894736842105265,1780.621052631579
LOUD,57,0.5263157894736842,12.736842105263158,14.333333333333334,2.3684210526315788,0.6140350877192983,6.315789473684211,1999.982456140351
Kawaii Kiwis,38,0.5263157894736842,19.63157894736842,17.42105263157895,2.5526315789473686,0.5789473684210527,7.315789473684211,2091.657894736842
Barça eSports,118,0.5254237288135594,16.1864406779661,15.398305084745763,2.2711864406779663,0.559322033898305,6.279661016949152,1923.4322033898304
Sicar Esports,40,0.525,14.475,15.675,2.5,0.675,6.525,2014.225
CCG Esports,42,0.5238095238095238,15.523809523809524,14.976190476190476,2.5238095238095237,0.5714285714285714,6.214285714285714,1978.404761904762
FURIA,67,0.5223880597014925,14.567164179104477,12.91044776119403,2.208955223880597,0.5970149253731343,6.223880597014926,1972.8507462686566
Vivo Keyd Stars,69,0.5217391304347826,14.884057971014492,14.318840579710145,2.2028985507246377,0.5507246376811594,5.797101449275362,1962.304347826087
Bushido Wildcats,71,0.5211267605633803,15.732394366197184,14.929577464788732,2.2535211267605635,0.5915492957746479,5.873239436619718,2023.605633802817
FN Esports,27,0.5185185185185185,18.444444444444443,17.85185185185185,2.259259259259259,0.5925925925925926,6.333333333333333,1890.6666666666667
G2 Hel,31,0.5161290322580645,19.193548387096776,18.548387096774192,2.161290322580645,0.7096774193548387,6.903225806451613,2029.774193548387
UCAM Esports,62,0.5161290322580645,15.419354838709678,14.919354838709678,2.1451612903225805,0.5967741935483871,6.290322580645161,2005.032258064516
ROSSMANN Centaurs,101,0.5148514851485149,17.782178217821784,19.198019801980198,2.5445544554455446,0.5445544554455446,6.693069306930693,1943.09900990099
BNK FEARX Youth,154,0.512987012987013,16.857142857142858,16.16883116883117,2.175324675324675,0.525974025974026,5.636363636363637,1886.1233766233765
Alpha7 Esports,41,0.5121951219512195,14.902439024390244,16.146341463414632,1.8780487804878048,0.5853658536585366,5.439024390243903,1901.2926829268292
AVE Axolotl,53,0.5094339622641509,16.30188679245283,15.735849056603774,2.150943396226415,0.4528301886792453,5.962264150943396,1896.9811320754718
RED Canids,63,0.5079365079365079,15.73015873015873,13.984126984126984,2.507936507936508,0.47619047619047616,6.444444444444445,2000.3492063492063
Kaufland Hangry Knights,75,0.5066666666666667,17.373333333333335,15.24,2.1866666666666665,0.49333333333333335,6.573333333333333,1900.4933333333333
Contrata Logo Meu Time,14,0.5,17.0,17.857142857142858,1.9285714285714286,0.35714285714285715,6.142857142857143,1863.0
Universae Instituto FP,32,0.5,14.65625,15.6875,2.28125,0.34375,5.90625,1862.0625
Brod n Friends,6,0.5,21.5,20.0,2.3333333333333335,0.5,6.833333333333333,1966.0
5M Esports,2,0.5,15.0,26.5,2.5,0.5,4.0,1937.0
htp eSport Akademie Hannover,4,0.5,19.0,26.75,2.25,0.5,5.0,1651.25
Bamboo Juice,18,0.5,20.055555555555557,20.833333333333332,2.4444444444444446,0.3888888888888889,5.944444444444445,1759.888888888889
Venomcrest Serpents,4,0.5,18.75,22.0,2.25,0.25,6.0,1791.25
Veni Vidi Vici,76,0.5,14.986842105263158,17.19736842105263,2.4342105263157894,0.5657894736842105,5.934210526315789,1870.2105263157894
Mila Gaming,16,0.5,19.9375,19.3125,2.25,0.5,5.3125,1790.625
Fantastic Esports,6,0.5,18.5,17.666666666666668,2.6666666666666665,0.5,6.333333333333333,1854.1666666666667
PSG Talon Academy,70,0.5,18.957142857142856,18.385714285714286,2.0714285714285716,0.4714285714285714,5.857142857142857,1858.4
Papara SuperMassive,68,0.5,17.66176470588235,17.279411764705884,2.235294117647059,0.5588235294117647,5.985294117647059,1965.3088235294117
Spirit Quartz Gaming,34,0.5,19.205882352941178,19.352941176470587,2.0,0.6470588235294118,5.5588235294117645,2004.264705882353
Dorado Gaming,24,0.5,16.166666666666668,15.375,2.0833333333333335,0.4583333333333333,5.708333333333333,1902.0833333333333
DetonatioN FocusMe Academy,48,0.5,18.020833333333332,21.083333333333332,1.5,0.2916666666666667,5.104166666666667,1737.3958333333333
Mental Over Tempo,10,0.5,17.5,15.1,2.5,0.4,5.7,1795.0
Leões Porto Salvo Esports,16,0.5,18.0625,17.3125,2.125,0.4375,5.3125,1919.875
Fortress Esports,12,0.5,17.916666666666668,17.166666666666668,2.9166666666666665,0.5,5.583333333333333,1910.5
Gwenchana,10,0.5,15.9,14.3,1.5,0.0,5.5,1757.2
Golden Lions,22,0.5,18.727272727272727,15.772727272727273,2.4545454545454546,0.6363636363636364,5.863636363636363,2076.8636363636365
KT Rolster,134,0.5,14.559701492537313,14.261194029850746,2.529850746268657,0.5223880597014925,5.3059701492537314,1939.5223880597016
Isurus Estral,38,0.5,13.736842105263158,15.078947368421053,2.263157894736842,0.42105263157894735,6.2894736842105265,1961.4736842105262
Human Apex Predator,4,0.5,18.25,21.5,2.25,0.5,4.25,1699.5
B2U,8,0.5,21.125,20.125,2.625,0.875,6.75,1998.375
Flamengo MDL,77,0.4935064935064935,16.92207792207792,15.363636363636363,2.5584415584415585,0.5974025974025974,6.194805194805195,1999.4675324675325
Zena Esports,55,0.4909090909090909,16.945454545454545,17.418181818181818,2.2181818181818183,0.4909090909090909,5.745454545454545,1832.509090909091
KaBuM! Ilha das Lendas,53,0.49056603773584906,15.60377358490566,15.245283018867925,2.056603773584906,0.5094339622641509,6.584905660377358,1961.433962264151
E WIE EINFACH E-SPORTS,78,0.48717948717948717,14.884615384615385,16.025641025641026,2.141025641025641,0.46153846153846156,5.961538461538462,1972.4358974358975
GTZ Esports,33,0.48484848484848486,15.93939393939394,17.333333333333332,2.484848484848485,0.5151515151515151,5.696969696969697,1916.2121212121212
Solary,62,0.4838709677419355,15.403225806451612,15.112903225806452,2.403225806451613,0.5645161290322581,5.919354838709677,2126.2903225806454
Myth Esports,56,0.48214285714285715,17.5,17.732142857142858,2.375,0.44642857142857145,6.0,1883.5
LGD Gaming,79,0.4810126582278481,14.734177215189874,15.594936708860759,2.2658227848101267,0.5189873417721519,5.531645569620253,1919.5316455696202
BNK FEARX,127,0.48031496062992124,15.456692913385826,15.834645669291339,2.220472440944882,0.47244094488188976,5.84251968503937,1876.8425196850394
GAM Esports,100,0.48,13.39,13.76,2.26,0.47,5.71,1986.27
OKSavingsBank BRION Academy,48,0.4791666666666667,17.270833333333332,16.520833333333332,2.0416666666666665,0.5,5.354166666666667,1869.6458333333333
Crusaders,23,0.4782608695652174,15.0,17.26086956521739,1.9565217391304348,0.30434782608695654,5.130434782608695,1697.5217391304348
Team Liquid,69,0.4782608695652174,14.159420289855072,13.898550724637682,2.3043478260869565,0.6086956521739131,6.0,1974.5942028985507
Ninjas in Pyjamas,126,0.47619047619047616,15.301587301587302,16.08730158730159,2.1587301587301586,0.626984126984127,5.476190476190476,1961.952380952381
GiantX,57,0.47368421052631576,13.614035087719298,13.578947368421053,2.1052631578947367,0.7368421052631579,6.140350877192983,2028.5964912280701
SDM Tigres,38,0.47368421052631576,15.368421052631579,16.05263157894737,1.763157894736842,0.4473684210526316,5.684210526315789,1851.4473684210527
Anubis Gaming,76,0.47368421052631576,16.06578947368421,18.36842105263158,1.881578947368421,0.4473684210526316,5.947368421052632,1945.6184210526317
Divernex,38,0.47368421052631576,17.36842105263158,18.07894736842105,1.9736842105263157,0.5526315789473685,5.894736842105263,1905.9736842105262
Ramboot Club,49,0.46938775510204084,16.346938775510203,16.6734693877551,2.204081632653061,0.42857142857142855,5.8979591836734695,1944.795918367347
GMBLERS Esports,62,0.46774193548387094,15.419354838709678,16.096774193548388,2.338709677419355,0.45161290322580644,5.82258064516129,1861.225806451613
Beşiktaş Esports,60,0.4666666666666667,15.683333333333334,15.1,2.2333333333333334,0.48333333333333334,6.0,2025.8833333333334
Nongshim Esports Academy,105,0.4666666666666667,14.59047619047619,15.40952380952381,2.1714285714285713,0.5333333333333333,5.847619047619047,1968.695238095238
GnG Amazigh,90,0.4666666666666667,16.133333333333333,17.88888888888889,2.2111111111111112,0.5555555555555556,5.877777777777778,1908.7444444444445
Kaeru Gyuangu,15,0.4666666666666667,18.266666666666666,20.0,2.1333333333333333,0.4666666666666667,5.866666666666666,2018.6
wangting,58,0.46551724137931033,22.448275862068964,22.75862068965517,2.0344827586206895,0.4482758620689655,5.620689655172414,1796.655172413793
Tan'i eSports CZ,58,0.46551724137931033,16.03448275862069,17.689655172413794,2.3793103448275863,0.43103448275862066,6.0344827586206895,1914.7931034482758
Weibo Gaming,160,0.4625,14.74375,14.6625,2.19375,0.4875,5.73125,1951.6125
For The Win Esports,26,0.46153846153846156,19.76923076923077,19.46153846153846,2.1923076923076925,0.5384615384615384,6.153846153846154,1835.576923076923
Top Esports Challenger,13,0.46153846153846156,17.307692307692307,16.846153846153847,2.1538461538461537,0.46153846153846156,5.384615384615385,1757.6923076923076
Movistar KOI Fénix,50,0.46,15.16,14.5,1.94,0.54,6.1,1981.86
Saigon Secret,37,0.4594594594594595,16.18918918918919,17.675675675675677,2.027027027027027,0.40540540540540543,5.648648648648648,1846.1351351351352
ULF Esports,85,0.4588235294117647,15.552941176470588,17.470588235294116,2.152941176470588,0.5411764705882353,5.823529411764706,1933.8117647058823
Bulldog Esports,46,0.45652173913043476,18.043478260869566,18.782608695652176,2.0434782608695654,0.43478260869565216,5.586956521739131,2001.1521739130435
